Artist,Title,Genre,Year,Duration,Loudness
Patsy Cline,I Cried All The Way To The Altar,rock,1995,148.40118,-9.38
Janet Jackson,Hold On Baby,dance pop,1993,10.34404,-32.742
Fredi,Laula kanssain,ballad,1977,243.722,-10.613
Dokken,Judgement Day,hard rock,2008,242.85995,-4.938
Rise Against,Intro/Chamber The Cartridge,rock,2006,214.88281,-4.504
Bad Company,Valerie (LP Version),blues-rock,1986,208.87465,-12.217
Daryl Hall & John Oates,Everything Your Heart Desires,pop rock,1988,299.49342,-7.414
James Newton Howard,U North,soundtrack,2007,108.35546,-30.893
Jennifer Lopez,Por Arriesgarnos,dance pop,2007,211.80036,-10.447
Poncho Sanchez,Manteca,latin jazz,1987,350.27546,-15.82
THE CHIFFONS,One Fine Day,rock,1963,129.67138,-8.23
Papa Wemba,Zero,soukous,1992,265.76934,-11.73
Onyx,Wet The Club,hip hop,2002,255.50322,-6.305
Zeca Baleiro,Não Adianta,brazilian pop music,2006,246.49098,-15.145
Eagles,Last Good Time In Town,country rock,2007,427.36281,-6.991
Less Than Jake,Antidote For The Underdog,ska,2008,147.48689,-5.072
Porcupine Tree,Remember Me Lover (Album Version),experimental rock,2009,454.16444,-10.321
Jacques Dutronc,Transes-Dimanche,chanson,1968,128.33914,-8.573
Hotwire,Not Today,uk garage,2003,200.33261,-4.522
Lollipop Lust Kill,No Answer (Outro),rock,2002,211.90485,-16.794
Deep Forest,Hunting,electronica,1992,397.76608,-9.314
Quadro Nuevo,Swing Vagabond,tango,2006,272.92689,-11.437
DAVE MATTHEWS BAND,The Space Between,rock,2001,293.66812,-5.21
Mark Wills,That's A Woman,country,2003,162.37669,-11.528
Basement Jaxx,Jump N Shout Featuring Slarta John (Radio Edit),club,1999,218.14812,-4.984
BT,Ver de Feliz,rock,2006,311.90159,-17.729
Weirdos_ The,I Want What I Want,rock,1978,161.27955,-9.4
Agnostic Front,Undertow,heavy metal,1992,179.09506,-5.439
S.U.P,Back From The Garden (Live),doom metal,2001,320.02567,-10.849
Abijah,The Rock,reggae,2003,283.68934,-9.787
Enrique Iglesias,Si Juras Regresar,dance pop,1995,263.81016,-7.06
L.A. Guns,Some Lie For Love,hard rock,1992,215.82322,-9.767
Johnny Horton,Got The Bull By The Horns,rock,1996,131.81342,-11.011
Esa Pakarinen,Lentävä kalakukko,oldies,1990,202.86649,-15.202
Vitamin C,Girls Against Boys (LP Version),rock,1999,256.83546,-6.024
Ayo,Welcome Into My World,reggae,2006,264.56771,-11.522
Warren Barfield,Unleashed,ccm,2006,216.81587,-6.352
Hatebreed (int License),Beholder of Justice (Album Version),hardcore punk,2003,164.20526,-3.856
Snowgoons,Been Fighting Devilz,hip hop,2009,240.45669,-6.249
La Portuaria,Explorador,rock,2005,291.13424,-8.853
Bob Marley,Corner Stone,reggae,1996,135.49669,-11.575
Olivia Ruiz,Vitrier,chanson,2005,252.86485,-8.328
Kool Moe Dee,I Go To Work,hip hop,1989,281.33832,-8.762
The Tragically Hip,Country Day,rock,2009,318.87628,-5.48
Lee Ritenour,Is It You?,instrumental pop,1979,274.72934,-9.727
Big John Greer,Bottle It Up And Go,jump blues,1992,145.73669,-7.265
Jaguares,El Momento,rock,2001,302.8371,-9.795
Happy Mondays,Grandbag's Funeral,rock,1990,200.80281,-11.927
Don Francisco,Gotta Tell Somebody,ccm,1991,395.15383,-11.013
Fast Eddie,Yo Yo Get Funky,hip house,1990,278.54322,-7.202
DJ Godfather,From Da Back,electro,2003,45.08689,-9.691
Swans Of Avon,When Heaven Falls,gothic rock,1995,196.54485,-7.597
Leona Naess,Chase,rock,2000,199.07873,-5.769
The Chi-Lites,The Coldest Days Of My Life,disco,1972,274.83383,-10.955
Kings Of Leon,Woo Hoo,southern rock,2007,211.40853,-5.217
Usher,Pianolude,hip hop,1999,212.61016,-16.611
Blue October,Blue Skies,rock,2009,223.29424,-6.8
Bikini Machine,The Race,electro,2009,280.76363,-5.073
Sergio Dalma,Un Cachito De Ti,ballad,1995,253.59628,-5.768
Mindy McCready,You'll Never Know,female vocalist,1997,240.69179,-6.142
Max Steiner,The Scarifice Ceremony,soundtrack,1993,145.84118,-14.528
2 Minutos,Tema De Adrian,punk,2003,178.72934,-10.693
Thomas Dolby,Windpower,electronic,1982,265.45587,-10.403
Delirious,God You Are My God,ccm,2000,225.14893,-9.833
Guns N' Roses,Catcher In The Rye,rock,2008,352.96608,-7.483
Jaime Jamgochian,God Unchanging,pop,2008,231.60118,-6.668
UK Subs,Sk8 Tough,oi,1986,136.77669,-6.856
Bad Religion,Epiphany,hardcore punk,2002,239.882,-3.469
Fat Joe,My FoFo  (Album Version - Amended),rap,2005,235.20608,-7.004
Bobbie Gentry,Reunion,rock,1968,156.21179,-11.795
France D' Amour,Ailleurs,rock,1992,232.202,-7.736
Toby Love featuring Rakim & Ken-Y,Tengo Un Amor,bachata,2007,260.28363,-6.046
Bebo Norman,Sunday,ccm,2006,219.45424,-10.488
Atomship,Whitfield,alternative metal,2004,296.04526,-5.233
Jefferson Starship,Stairway To Cleveland,hard rock,1981,240.3522,-6.681
Natasha Bedingfield,These Words,teen pop,2004,377.25995,-7.331
Mother Superior,Get that Girl (Remix),hard rock,2008,169.63873,-7.344
Dimmu Borgir,Sympozium,black metal,2001,313.88689,-2.307
Skyforger,In the Underworld,black metal,2010,252.81261,-4.194
The Exciters,Reaching For The Best,rock,1994,194.53342,-8.031
Faith Hill,Red Umbrella (Album Version),country,2007,219.84608,-5.271
Slackbaba,The Real Trick,downtempo,2010,330.39628,-6.726
Sister Hazel,Come Around (LP Version),post-grunge,2003,235.72853,-5.09
Faith Hill,Unsaveable (Album Version),country,2002,231.44444,-5.537
Commander Cody & His Lost Planet Airmen,Sister Sue,rockabilly,1973,162.45506,-14.152
Joe McBride,All In,smooth jazz,2005,262.76526,-7.882
Suicidal Tendencies,Monopoly On Sorrow,hardcore punk,1992,312.55465,-6.61
M83,Let Men Burn Stars,shoegaze,2005,116.45342,-12.692
The Fabulous Thunderbirds,Mathilda,blues-rock,1981,196.44036,-8.037
Del The Funky Homosapien,Why You Wanna Get Funky...,hip hop,1998,316.60363,-8.039
Peret,Tócale Las Palmas,rumba,1973,179.69587,-3.97
ÄI-TIEM,Äi Jo,hip hop,2003,100.70159,-9.686
Jason & The Scorchers,19th Nervous Breakdown,rock,1998,227.49995,-11.812
Pearl Jam,You Are,rock,2002,268.69506,-8.053
Talking Heads,Two Note Swivel (Unfinished Outtake),rock,2005,348.78649,-12.041
Little Milton,Packed Up And Took My Mind,blues,1975,278.30812,-11.062
Mau Mau,Balon Combo,electronic,1994,233.40363,-7.106
B.o.B,Nothin' On You [feat. Bruno Mars] (Album Version),rock,2010,269.63546,-5.388
Justin Timberlake,Sexy Ladies,rock,2006,238.602,-5.044
Peter Tosh,Stand Firm (2002 Digital Remaster),reggae,1978,371.1473,-9.821
Otis Taylor,Hungry People,blues,2001,301.87057,-10.432
Beyoncé,Krazy In Luv,pop,2003,254.98077,-5.533
Leon Russell,Out In The Woods,rock,1976,218.51383,-14.274
Information Society,Empty,electronic,1997,512.78322,-8.575
Lily Allen Featuring Ours,22 (Vingt Deux) (Feat. Ours),ska,2009,189.20444,-4.713
Atomic Rooster,The Rock,hard rock,1971,269.71383,-12.535
Bad Company,Call On Me,blues-rock,1975,365.24363,-9.745
EPMD,Give The People,hip hop,1990,310.54322,-11.437
The Lord Weird Slough Feg,The Spinward Marches,heavy metal,2003,82.52036,-4.736
Jesus Jones,All The Answers,dance rock,1989,227.73506,-5.844
Pennywise,Yell Out,punk,2005,154.85342,-5.573
Delroy Wilson,Who Cares,reggae,1969,191.73832,-8.814
Shania Twain,Two Hearts One Love,country rock,1999,223.00689,-3.807
Intex Systems,Vapour Fragments,techno,2006,131.13424,-14.302
Berlin,Now It's My Turn (Aqualite Mix),new wave,2004,231.18322,-9.424
Las Ketchup,Tengo Un Novio Tántriko,rumba,2002,195.73506,-4.939
Cross Country,A Fall Song,progressive house,2009,168.77669,-11.724
Eko Fresh feat. G-Style,Ich bin jung und brauche das Geld,hip hop,2003,266.57914,-7.993
Dala,Alive,pop,2009,240.27383,-7.397
Robert Lockwood_ Jr.,Feel Like Blowing My Horn,blues,1998,274.70322,-13.456
Michael Stanley Band,Where Have All The Clowns Gone,rock,1975,257.61914,-15.089
Bryan Ferry,Don't Want To Know (1999 Digital Remaster),glam rock,1994,247.11791,-6.895
Lifehouse,Simon,rock,2000,360.95955,-7.072
Bénabar,La Pierrade,chanson,2007,243.59138,-12.5
Little Angels,The First Cut Is The Deepest,hard rock,1999,229.01506,-6.489
Daughters,Jones From Indiana,grindcore,2003,64.9922,-4.058
Shai Hulud,We Who Finish Last,hardcore punk,2008,188.29016,-4.019
Home Town Hero,Twelve Ounce (Album Version),post-grunge,2002,206.88934,-3.798
Dark new Day,Free (Album Version),nu metal,2005,278.02077,-5.914
Martina McBride,Make Me Believe,pop,1999,230.66077,-6.145
Gina V. D'Orio,Naval War,electronic,2004,139.91138,-10.115
Twin Atlantic,What Is Light? Where Is Laughter? (Acoustic Version),rock,2008,240.19546,-5.632
Unkle Bob,What Do I Know,rock,2006,252.18567,-6.623
Brenda Lee,Your One And Only (LP Version),rock,1960,188.26404,-10.002
Martina McBride,God's Will,pop,2003,349.33506,-10.271
Letters To Cleo,Co-Pilot (Album Version),post-grunge,1997,220.76036,-6.037
Papa Wemba,Excuse me,soukous,1998,168.6722,-12.297
Inhume,Inhume,grindcore,2003,185.20771,-4.469
Africando,Lindas Africanas,salsa,2003,460.48608,-6.846
5th Ward Boyz,Ghetto Curse Words (Chopped&Screwed),hip hop,1994,120.81587,-10.117
Disembowelment,Your Prophetic Throne Of Ivory,rock,1993,460.56444,-10.351
Kelly Sweet,We Are One,electronic,2007,504.92036,-7.321
Patti Smith Group,Wave,rock,1979,284.21179,-20.058
Mindy McCready,Guys Do It All The Time,female vocalist,1996,192.62649,-6.782
Regina Belle,Quiet Time,soul,1993,307.22567,-9.174
Spongebob Squarepants,Ripped Pants,soundtrack,2005,76.82567,-8.892
Tam Tam Go!,Better Ways,rock,1990,223.97342,-8.22
Everyday Sunday,Comfort Zone,emo,2004,160.46975,-4.948
Marco Beltrami,Dead Hackers,soundtrack,2007,91.37587,-20.823
Pat Metheny,Traveling Fast,jazz,2008,711.70567,-13.186
Junior Kimbrough,All Night Long,blues,1999,355.68281,-10.871
ATB,Believe In Me (Clubb Mix),club,2005,479.76444,-5.84
Big Jay Oakerson,It's All In How You Look At It,comedy,2009,172.5122,-8.33
Alternative TV,Dub In Bed,experimental rock,1981,180.63628,-16.701
Y&T,Contagious,heavy metal,1987,201.74322,-12.083
Story Of The Year,Meathead (Album Version) (Non-PA),rock,2005,145.3971,-4.219
Pete Rock & C.L. Smooth,They Reminisce Over You (Single Version),hip hop,1992,286.69342,-10.235
Clara Nunes,Nação,samba,1982,213.49832,-12.82
Portable,Don't Give Up,post-grunge,2002,369.60608,-16.696
Becoming The Archetype,Ex Nihilo,death metal,2005,308.74077,-3.217
Dropkick Murphys,The Burden (Album Version),folk rock,2005,175.96036,-1.983
Malkit Singh,Dhol Ton Bina,downtempo,1993,354.66404,-9.645
Peter Gallagher,Everytime It Rains,soundtrack,2005,182.282,-11.281
Adam Richman,From The Pain,rock,2005,344.94649,-22.646
Jay & The Americans,Some Enchanted Evening,rock,1988,137.19465,-11.737
The Exciters,Tell Him,rock,1962,142.21016,-8.813
Rickie Lee Jones,Away From The Sky,singer-songwriter,1989,331.36281,-30.285
Oldelaf et Monsieur D,Ouragan,french,2006,540.47302,-11.946
Cam'Ron / Juelz Santana / Jimmy Jones,Come Home With Me,rap,2002,301.50485,-5.104
Saosin,Bury Your Head (Acoustic),rock,2005,254.27546,-3.828
Flamin' Groovies,Step Up,power pop,1991,199.49669,-9.113
Twila Paris,I'll See You Sunday,ccm,1980,235.65016,-12.908
False Prophets,Banana Split Republic,hardcore punk,1984,242.88608,-7.694
Hem,When I Was Drinking,folk-pop,2000,222.74567,-14.519
The Rolling Stones,Think,rock,1966,189.67465,-12.67
John Mayall & The Bluesbreakers,Looking Back,blues,1997,156.9171,-7.17
Marshall Crenshaw,Rave On (Live 1982),power pop,2000,95.86893,-11.026
Steve Riley & The Mamou Playboys,Katherine,rock,1995,189.64853,-8.256
Wordsworth,Gotta Pay (Produced by Oddisee),hip hop,2004,254.98077,-6.258
Uphill Battle,Climate Control,grindcore,2002,323.36934,-6.563
K.I.Z.,Walpurgisnacht,hip hop,2007,331.31057,-5.637
Gerald Veasley,Love Letter,smooth jazz,1999,251.21914,-11.733
Brasilian Tropical Orchestra,Yesterday,bossa nova,1999,160.31302,-15.783
Rita Chiarelli,Grits Ain't Groceries,blues,2004,208.40444,-5.661
Joe Rogan,Voodoo Punnany (Album Version),rock,2000,268.25098,-9.022
Dexys Midnight Runners,Breaking Down The Walls Of Heartache,rock,1991,245.36771,-6.913
Uriah Heep,What Should Be Done,hard rock,1971,252.9171,-16.118
Gal Costa,Wave,brazilian pop music,1999,230.47791,-14.743
Inner Circle,Bed's Too Big Without You,reggae,2008,227.81342,-5.642
Maxi Priest,Caution,reggae,1991,292.25751,-14.292
Lexie Mountain Boys,Lullaby For The Dead In Our Life,rock,2006,239.56853,-19.07
Rise Against,Swing Life Away,rock,2003,200.12363,-7.679
Mobb Deep,Hell On Earth (Front Lines),hip hop,1996,274.1024,-3.414
Taya wooden,Mothers Rastas,reggae,2007,267.59791,-24.447
Ini Kamoze,Here Comes The Hotstepper,dancehall,1995,242.59873,-3.695
Vangelis,Twilight,progressive rock,1990,297.66485,-24.732
Buddy Johnson,Did You See Jackie Robinson Hit That Ball?,jump blues,2005,140.01587,-9.906
Zombina & The Skeletones,Can't Break a Dead Girl's Heart,rock,2002,152.65914,-6.818
Red Hot Chili Peppers,The Greeting Song (Album Version),rock,1991,193.43628,-9.959
Redman,Suicide,hip hop,2007,209.84118,-12.466
The Ataris,so long_ astoria,rock,2004,199.26159,-3.254
Josh Groban,Mi Morena (Revised Live Version),pop,2004,286.27546,-10.439
Little Milton,Walking The Back Streets And Crying,blues,2007,438.88281,-16.553
Mithotyn,Let Thy Ale Swing,rock,1998,58.30485,-5.225
Rick Astley,Never Gonna Give You Up,dance pop,1987,211.69587,-7.75
Jordan & Baker,Explode (Epic Extended Mix),trance,2002,424.9073,-8.171
The Sugarhill Gang,8th Wonder,hip hop,1981,451.02975,-9.836
DMX,I'ma Bang,hip hop,2001,306.05016,-4.557
Eko Fresh feat. Summer Cem & DJ Ses,Mönchengladbach Love,hip hop,2003,244.63628,-6.523
The White Stripes,A Martyr For My Love For You,rock,2007,259.5522,-8.686
KMD,Get-U-Now,hip hop,2001,147.22567,-9.647
Dean Martin,That Old Gang Of Mine,pop,2002,145.99791,-14.103
Sister Rosetta Tharpe,What He Done For Me,blues,2002,162.40281,-15.6
The Presets,Truth And Lies,techno,2006,243.9571,-6.13
Darryl Worley,Those Less Fortunate Than I,soft rock,2000,239.56853,-7.324
Natalie Cole,Don't Get Around Much Anymore,pop,1991,154.61832,-15.084
B.B.King,Please Love Me,blues,1956,167.49669,-10.182
Jessica Simpson,Be,teen pop,2003,250.04363,-6.53
Paul Rogers,The Hunter,hard rock,1993,265.01179,-7.416
Slackbaba,And The Beat Goes Om,downtempo,2006,488.25424,-7.319
Steve Vai,Fever Dream,rock,1999,364.53832,-6.436
Kaija Koo,Tule lähemmäs Beibi,rock,1993,240.45669,-6.858
The Raconteurs,Broken Boy Soldier (KCRW Version),blues-rock,2006,230.5824,-7.377
Bone Thugs-N-Harmony,Servin' Tha Fiends,rap,2000,232.202,-4.875
Juana Molina,Quiero,electronic,2003,159.65995,-13.092
Nicho Hinojosa,Tus Viejas Cartas,acoustic,2001,188.36853,-9.105
Christophe Beck,Why Jack Called,electronica,2006,150.09914,-25.661
3 Doors Down,Be Like That,rock,1999,278.64771,-5.206
Keira Green,My Heart Goes Up,trance,2004,181.26322,-7.278
Pacha Massive,Drive,trip hop,2007,300.93016,-7.761
Sick Of It All,Consume (LP Version),hardcore punk,1994,223.7122,-8.814
Martina McBride,Thanks A Lot,pop,2005,155.97669,-7.711
Danielle Bollinger,When the Broken Hearted Love Again,progressive house,2006,555.54567,-9.845
Penguin Café Orchestra,Harmonic Necklace,chamber jazz,1981,72.77669,-41.691
Bob Wills,South,western swing,1991,107.93751,-9.394
Sub Focus,Juno,drum and bass,2005,292.98893,-5.036
Dead To Me,What's Wrong,punk,2008,105.42975,-6.5
Hatiras,Final Flash,electronic,2002,177.13587,-4.6
Aisha Duo,Beneath an Evening Sky,jazz,2005,288.60036,-19.744
50 Cent,In Da House Skit,gangster rap,2007,27.68934,-13.102
Gym Class Heroes,Simple Livin' (Album Version),indie rock,2005,186.46159,-6.244
The Jam,Start!,new wave,1980,135.83628,-8.015
Richi M.,Popcorn,trance,2000,350.22322,-7.21
K.I.Z.,Freiwild,hip hop,2005,234.68363,-5.464
Five Fingers of Funk,Posters,hip hop,1995,259.3171,-12.595
Tullycraft,Loveless,indie rock,1999,206.13179,-15.799
Captain Hollywood Project,Find Another Way,dance pop,1995,235.62404,-8.48
Vulgar Pigeons,O.R.P.,grindcore,2004,125.98812,-3.619
The Cat's Miaow,Autumn,indie rock,1996,46.00118,-13.924
Gwen Stefani,What You Waiting For?,rock,2004,225.41016,-3.683
Line Renaud,Cent Mille Guitares,chanson,1994,159.76444,-9.324
Be Bop Deluxe,Piece Of Mine,rock,1977,312.58077,-11.803
Ini Kamoze,Gangsta Roll,dancehall,2009,229.66812,-7.262
Fiona,Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),rock,1989,254.17098,-9.648
Goatwhore,Sky Inferno,black metal,2003,221.20444,-5.511
Blind Boy Fuller,Precious Lord,blues,1995,167.99302,-15.631
fIREHOSE,Towin' The Line,rock,1991,167.3922,-10.958
Pepe Kalle,Roger Milla,world music,2005,369.52771,-9.008
Carpenters,An Old Fashioned Christmas,soft rock,1992,134.60853,-17.001
Tam Tam Go!,Belleza Pasajera,rock,1993,190.04036,-11.324
Cama,Fade Away,pop rock,2009,221.17832,-6.147
Soul Asylum,Slowly Rising,hard rock,2006,235.20608,-5.225
Stephan Micus,Mikhail's Dream,jazz,2001,504.94649,-19.569
Mart'nália,Nas águas de Amaralina,samba,2006,224.36526,-8.09
W.A.S.P.,Heaven's Hung In Black (Reprise),rock,2007,193.74975,-7.944
N.E.R.D.,Don't Worry About It (Edited),rock,2004,221.54404,-5.005
Sex Pistols,I'm A Lazy Sod (Live),punk,1998,126.06649,-4.871
Fontella Bass,Rescue Me,northern soul,1965,165.72036,-9.155
The Sonics,Love Lights,garage rock,1967,171.15383,-14.876
Kelly Sweet,Ready For Love,electronic,2007,256.93995,-8.036
Seguridad Social,Soc Mediterrani,rock,2005,378.04363,-5.17
Martin Sexton,Glory Bound (LP Version),singer-songwriter,1998,267.36281,-7.322
Eric Burdon,Feeling Blue,rock,2006,288.70485,-6.503
ÄI-TIEM,Zeit für Streit,hip hop,2003,288.20853,-8.128
Gregory Isaacs,Out Deh,reggae,2001,216.5024,-10.918
Devanic,You Live_ You Die,melodic death metal,2006,210.88608,-5.419
My Chemical Romance,You Know What They Do To Guys Like Us In Prison (Album Version),emo,2004,173.73995,-4.192
Eric Champion,Why Do We Do?,ccm,1993,310.77832,-9.516
Mayday,Dave D. Blues (how To Make It Sting Like A Career) (Album Version),electronic,2005,144.40444,-7.759
Sonny Terry,My Baby Likes To Shuffle,blues,1994,149.41995,-17.294
Lizzy Borden,The Darker Side,heavy metal,2007,379.11465,-4.431
Mungo Jerry,Pushbike Song,rock,2001,155.24526,-15.512
Natalie Cole,Busted,pop,2008,236.19873,-7.092
Will Ackerman,A Movie Of A Placid Lake On A Moonless Night In September - Reprise,chamber jazz,1992,194.19383,-28.95
5 Blind Boys Of Alabama,If You Don't Pray For Me,blues,1996,173.71383,-15.682
The Berzerker,Pure Hatred,rock,2002,84.1922,-2.908
Blue Rodeo,Never Look Back,country rock,2009,199.05261,-5.778
North Mississippi Allstars,Teasin' Brown,blues-rock,2005,219.0624,-5.827
Steve Porter,Mindless,progressive house,2000,509.33506,-9.369
L.a. Dream Team,Rockberry Jam,hip hop,1985,314.90567,-15.734
Quadro Nuevo,La Muneca de Alcazar,tango,2002,232.9073,-15.49
Michael Stanley Band,You're My Love,rock,1981,164.07465,-8.662
Juelz Santana,There It Go (The Whistle Song),rap,2005,180.55791,-7.468
Wolfmother,Cosmonaut,hard rock,2009,288.33914,-4.433
John Mellencamp,Peaceful World,heartland rock,2001,218.67057,-11.413
Owsley,The Homecoming Song (Album Version),power pop,1999,179.64363,-4.672
Tom Cochrane,Paper Tigers (acoustic version),pop rock,1997,220.81261,-6.918
Janie Fricke,Let's Stop Talkin' About It,techno,1999,194.5073,-12.061
Henry Lee Summer,I Wish I Had A Girl,rock,1988,266.4224,-10.228
Arthur Brown,Child Of My Kingdom,rock,1968,422.16444,-14.1
Jackie Wilson,Each Time (I Love You More),rock,1959,141.81832,-14.819
Kary Ng,Ai Ni Bian Cheng Hen Ni,cantonese pop,2006,209.55383,-7.165
Ricky Martin,Fuego De Noche_ Nieve De Día,latin,2001,336.19546,-8.527
Carlos Ponce,Quiero,pop,2002,240.3522,-5.933
Radiohead,Fake Plastic Trees (Acoustic Version),rock,2009,281.12934,-12.186
Marco Beltrami,Not A Kid Anymore,soundtrack,2009,115.04281,-30.82
Inhume,Process to decelerate,grindcore,2003,126.04036,-5.01
Pacha Massive,Don't let go,trip hop,2006,205.89669,-4.493
Marilyn Scott,Take Me With You,vocal jazz,1995,245.62893,-11.574
Babylon Disco,Funk You,breakcore,2005,153.44281,-5.144
Bad Religion,Infected,hardcore punk,1994,247.58812,-8.512
Jacques Dutronc,Les Playboys (Version Espagnole),chanson,2004,189.36118,-9.774
Toots & The Maytals,It's You,reggae,1996,128.33914,-13.276
Dave Hollister,I Know I Can,r&b,2008,363.38893,-7.053
Galactic,Think Back,jazz funk,2007,238.96771,-5.175
99 Posse,Salario Garantito (Versione Strumentale),hip hop,1992,369.26649,-14.061
ARRESTED DEVELOPMENT,Natural (2002 Digital Remaster),hip hop,2002,270.36689,-7.248
Monty Are I,O Brother,post-hardcore,2006,279.24853,-3.699
Michael Gettel,Memory In The Snow,jazz,1992,221.90975,-13.084
Zbigniew Preisner,Colin Tries Standing,rock,1993,50.99057,-24.729
